Year,Code,Region,Standard_domestic_meters_thousands,E7_domestic_meters_thousands,Domestic_meters_thouasands,Non_domestic_meters_thousands,All_meters_thousands,Standard_domestic_consumption_GWh,E7_domestic_consumption_GWh,Domestic_consumption_GWh,Non_domestic_consumption_GWh,All_consumption_GWh,Standard_domestic_mean_consumption_KWh,E7_domestic_mean_consumption_KWh_per_meter,Domestic_mean_consumption_KWh_per_meter,Non_domestic_mean_consumption_KWh_per_meter,All_mean_consumption_kWh_per_meter,Standard_domestic_median_consumption_kWh_per_meter,E7_domestic_median_consumption_kWh_per_meter,Domestic_median_consumption_kWh_per_meter,Non_domestic_median_consumption_kWh_per_meter,All_median_consumption_kWh_per_meter,Domestic_mean_consumption_kWh_per_household
2015,E12000008,South East,3087.358,692.546,3779.904,327.374,4107.278,12262.59922,3840.015226,16102.61445,22493.96677,38596.58122,3971.874731,5544.780023,4260.059105,68710.3031,9397.119264,3243.5,4345.7,3394.4,8983.1,3479.8,4387.069143
2015,E12000009,South West,2104.233,369.94,2474.173,245.08,2719.253,7962.695173,2444.151509,10406.84668,13858.96681,24265.81349,3784.131878,6606.886275,4206.192001,56548.74658,8923.705699,3140.2,5504.9,3328.8,7964.2,3426.1,4454.690156
2015,W92000004,Wales,1280.237,98.908,1379.145,122.245,1501.39,4518.078455,659.0634703,5177.141925,10204.38152,15381.52344,3529.095359,6663.39902,3753.877892,83474.83757,10244.8554,3030.8,5266.1,3105.4,8530.8,3201,3885.722526
2015,S92000003,Scotland (inc unallocated),2312.256,404.4,2716.656,212.588,2929.244,8221.077959,2318.426572,10539.50453,15644.30042,26183.80495,3555.435885,5733.003394,3879.587453,73589.76246,8938.758585,2991.1,4526.65,3110.6,10556.2499,3209.4,4360.453761
2015,Unallocated Great Britain,Great Britain (unallocated),11.093,0.765,11.858,17.039,28.897,42.63044,4.3318376,46.9622776,3440.688327,3487.650604,3843.003696,5662.532811,3960.387721,201930.1794,120692.4803,2345.7,4689.5,2426.85,5139,2993.5,
2015,Unallocated England and Wales,England and Wales (unallocated),8.149,0.603,8.752,13.747,22.499,33.6365341,3.4813067,37.1178408,3079.031242,3116.149083,4127.688563,5773.311278,4241.069561,223978.4129,138501.6704,2386.6,4670.9,2490.1,6662.2,3437,
2015,Unallocated Scotland,Scotland (unallocated),2.944,0.162,3.106,3.292,6.398,8.9939059,0.8505309,9.8444368,361.6570843,371.5015211,3054.995211,5250.190741,3169.490277,109859.3816,58065.25806,2251,4779.4,2317.3,595.6,1922.4,
2016,K03000001,Great Britain (inc unallocated),23457.814,4259.242,27717.056,2367.374,30084.43,83615.57002,22815.6227,106431.1927,171175.5128,277606.7055,3564.508186,5356.733122,3839.916935,72306.07113,9227.587345,2940.5,4102.3,3061.5,8720.6,3147.6,3992.713429
2016,K04000001,England and Wales (inc unallocated),21122.195,3869.803,24991.998,2154.896,27146.894,75584.16499,20633.94373,96218.10872,156361.3534,252579.4621,3578.423786,5332.03983,3849.956643,72560.97434,9304.175354,2947.5,4078.5,3069,8622.3,3154.4,3971.724931
2016,E92000001,England,19822.674,3772.71,23595.384,2018.538,25613.922,71141.85909,20002.59607,91144.45516,143570.1437,234714.5988,3588.913337,5301.917209,3862.808724,71125.80672,9163.555617,2950.5,4058.6,3074.9,8679.5,3160.1,3982.858689
2016,E12000001,North East,1137.5,66.028,1203.528,80.173,1283.701,3624.687555,346.3627991,3971.050354,7183.40616,11154.45651,3186.53851,5245.695752,3299.508075,89598.81956,8689.294871,2735.8,4040.25,2769.2,8435.9,2834.6,3448.786778
2016,E12000002,North West,2943.73,229.674,3173.404,232.933,3406.337,10267.45246,1354.262844,11621.7153,19051.98905,30673.70435,3487.905636,5896.456906,3662.223688,81791.71286,9004.894217,2969,4722.2,3036.5,9976.2,3121,3768.525813
2016,E12000003,Yorkshire and The Humber,2190.514,168.814,2359.328,178.163,2537.491,7458.633286,939.9572627,8398.590549,14305.65229,22704.24284,3404.969467,5568.005395,3559.738429,80295.30426,8947.516599,2847.8,4300.7,2902.5,9508.4,2986.8,3686.993112
2016,E12000004,East Midlands,1351.389,678.927,2030.316,158.848,2189.164,4680.686061,3049.079527,7729.765588,12816.9145,20546.68009,3463.611189,4491.027057,3807.173656,80686.65959,9385.628528,2892.7,3438.2,3056,10323.45,3145.2,3928.69861
2016,E12000005,West Midlands,2026.773,389.712,2416.485,193.898,2610.383,7335.834949,2023.894232,9359.729181,14739.04508,24098.77427,3619.4655,5193.307447,3873.282549,76014.42555,9231.892127,3041.3,3976.6,3149.9,9405.8,3236.1,3954.981702
2016,E12000006,East,1850.085,758.219,2608.304,216.215,2824.519,6988.870678,3972.649466,10961.52014,15055.94992,26017.47006,3777.594369,5239.448584,4202.546998,69634.16005,9211.29228,3085.3,3957.7,3286.9,9529,3376.7,4336.008342
2016,E12000007,London,3044.215,447.076,3491.291,385.093,3876.384,10685.02553,2261.628402,12946.65393,25756.57105,38703.22498,3509.944444,5058.711276,3708.271218,66884.02814,9984.362998,2750,3991.8,2860.8,6937.3,2945.3,3755.728655
2016,E13000001,Inner London,1344.08,136.445,1480.525,224.325,1704.85,4434.305772,723.3363781,5157.64215,16374.99326,21532.63541,3299.138274,5301.303662,3483.657588,72996.73802,12630.22284,2449,4197.7,2539.5,6469.9,2649.3,3537.363439
2016,E13000002,Outer London,1700.135,310.631,2010.766,160.768,2171.534,6250.719753,1538.292024,7789.011778,9381.577791,17170.58957,3676.602007,4952.15231,3873.654009,58354.75835,7907.124442,2993.1,3916.8,3099.5,7647.8,3164.3,3915.800009
2016,E12000008,South East,3142.974,672.033,3815.007,327.204,4142.211,12214.14357,3691.983661,15906.12723,21504.58941,37410.71664,3886.173915,5493.753523,4169.357287,65722.26931,9031.581598,3128.7,4268.4,3274.8,8569.5,3357.5,4293.391624
2016,E12000009,South West,2135.494,362.227,2497.721,246.011,2743.732,7886.525004,2362.77788,10249.30288,13156.02619,23405.32907,3693.06821,6522.920378,4103.461869,53477.38999,8530.472026,3018.8,5427.7,3201,7630,3295.7,4348.655594
2016,W92000004,Wales,1290.941,96.541,1387.482,122.58,1510.062,4407.491842,627.9789499,5035.470792,9722.387416,14757.85821,3414.169851,6504.790192,3629.21522,79314.63058,9773.014756,2905,5135.6,2976.1,7987.15,3065.3,3753.350519
2016,S92000003,Scotland (inc unallocated),2335.619,389.439,2725.058,212.478,2937.536,8031.405024,2181.678967,10213.08399,14814.15947,25027.24346,3438.662309,5602.107049,3747.84096,69720.9098,8519.808255,2879.1,4404.9,2992,9719.85,3084.6,4201.907111
2016,Unallocated Great Britain,Great Britain (unallocated),11.588,0.713,12.301,17.092,29.393,43.6407293,4.1877074,47.8284367,3416.146789,3463.975226,3766.027727,5873.362412,3888.174677,199868.1716,117850.3462,2258.45,4962.4,2338,4373.25,2783,
2016,Unallocated England and Wales,England and Wales (unallocated),8.58,0.552,9.132,13.778,22.91,34.8140612,3.368706,38.1827672,3068.822296,3107.005063,4057.58289,6102.728261,4181.205344,222733.5096,135617.8552,2297.6,4959.3,2402.7,5674.95,3179.6,
2016,Unallocated Scotland,Scotland (unallocated),3.008,0.161,3.169,3.314,6.483,8.8266681,0.8190014,9.6456695,347.3244933,356.9701628,2934.39764,5086.965217,3043.758126,104805.2183,55062.49619,2148.15,4962.4,2196,595.6,1864.1,
2017,K03000001,Great Britain (inc unallocated),23801.057,4095.845,27896.902,2402.855,30299.757,83256.70376,22117.96193,105374.6657,174287.8926,279662.5583,3498.025477,5400.097398,3777.289166,72533.67041,9229.861424,2851.2,4084.6,2967.6,8910.8,3055.8,3925.66394
2017,K04000001,England and Wales (inc unallocated),21443.071,3723.027,25166.098,2186.868,27352.966,75301.22489,20004.25967,95305.48456,159191.0592,254496.5438,3511.680994,5373.117001,3787.058469,72794.08688,9304.166274,2859.4,4057.2,2976.2,8817.3,3064.2,3906.425331
2017,E92000001,England,20133.819,3628.731,23762.55,2047.868,25810.418,70900.24818,19386.81669,90287.06487,146274.6608,236561.7256,3521.450559,5342.588549,3799.552862,71427.77795,9165.358176,2861.5,4036.6,2981.4,8872.85,3069.2,3917.485539
2017,E12000001,North East,1146.778,63.472,1210.25,81.994,1292.244,3539.759185,332.584507,3872.343692,7393.744691,11266.08838,3086.699593,5239.861782,3199.622964,90174.21629,8718.236172,2624.2,4020.95,2656.9,9190.2,2725.1,3345.633862
2017,E12000002,North West,2969.998,223.455,3193.453,235.755,3429.208,10187.64343,1339.166836,11526.81026,19280.92871,30807.73898,3430.185281,5993.004571,3609.513045,81783.75311,8983.922519,2880.4,4771.2,2947.1,10241.4,3033.1,3714.906978
2017,E12000003,Yorkshire and The Humber,2209.046,162.187,2371.233,182.081,2553.314,7397.365665,914.8313586,8312.197024,14740.52218,23052.7192,3348.669817,5640.596093,3505.432416,80955.85031,9028.548469,2765.9,4356.7,2820.3,9773.8,2906.5,3627.887205
2017,E12000004,East Midlands,1396.72,645.701,2042.421,160.974,2203.395,4776.236207,2937.580432,7713.816639,13109.43286,20823.24949,3419.608946,4549.443832,3776.800493,81438.2003,9450.529521,2823.6,3407.2,2984.3,10508.65,3075.5,3881.546436
2017,E12000005,West Midlands,2057.264,375.023,2432.287,197.21,2629.497,7301.37992,1963.338362,9264.718282,15027.38005,24292.09833,3549.072905,5235.247871,3809.056366,76199.88869,9238.306159,2944.3,3949.7,3051.7,9767.8,3140.9,3880.833746
2017,E12000006,East,1902.322,724.726,2627.048,219.241,2846.289,7046.231362,3825.111403,10871.34276,15434.24591,26305.58868,3704.016124,5278.010452,4138.235298,70398.5382,9242.065257,2987.8,3923.9,3185.8,9688.3,3278,4269.793573
2017,E12000007,London,3084.174,435.511,3519.685,387.991,3907.676,10594.94744,2208.017891,12802.96533,25761.47055,38564.43588,3435.26255,5069.947466,3637.531578,66397.08279,9868.892886,2662.9,3959.8,2771.7,6987.2,2858.7,3692.911319
2017,E13000001,Inner London,1362.167,135.061,1497.228,225.696,1722.924,4410.286684,722.4058377,5132.692522,16057.59177,21190.28429,3237.698963,5348.737516,3428.130199,71146.99317,12299.02439,2372.1,4197.9,2461.4,6485.4,2573.7,3493.421806
2017,E13000002,Outer London,1722.007,300.45,2022.457,162.295,2184.752,6184.660756,1485.612053,7670.272809,9703.878776,17374.15158,3591.542169,4944.623242,3792.551737,59791.60649,7952.459403,2897.9,3869.5,3000,7730.7,3067.2,3839.62877
2017,E12000008,South East,3201.729,645.99,3847.719,332.33,4180.049,12199.60338,3555.345198,15754.94858,22017.34767,37772.29625,3810.317295,5503.715534,4094.620366,66251.45992,9036.328582,3035.7,4226.75,3175.6,8748.7,3261.5,4224.464052
2017,E12000009,South West,2165.788,352.666,2518.454,250.292,2768.746,7857.081593,2310.840701,10167.92229,13509.58815,23677.51044,3627.81657,6552.490744,4037.366692,53975.30942,8551.709128,2928,5422.4,3099.2,7819.15,3197.9,4274.664555
2017,W92000004,Wales,1299.804,93.81,1393.614,124.577,1518.191,4363.187747,614.1758369,4977.363584,9821.470159,14798.83374,3356.80437,6547.018835,3571.551078,78838.55093,9747.675848,2830.9,5129.2,2901.6,8220.9,2984.3,3687.179097
2017,S92000003,Scotland (inc unallocated),2357.986,372.818,2730.804,215.987,2946.791,7955.478866,2113.702259,10069.18113,15096.83341,25166.01454,3373.844826,5669.528454,3687.258816,69896.95404,8540.142323,2778.5,4423.1,2887,9950.8,2978.7,4117.602536
2017,Unallocated Great Britain,Great Britain (unallocated),12.503,0.595,13.098,17.755,30.853,46.8437657,3.8681916,50.7119573,3438.091769,3488.803727,3746.602072,6501.162353,3871.732883,193640.7642,113078.2655,2207.5,5137.1,2274.9,4104.9,2672.9,
2017,Unallocated England and Wales,England and Wales (unallocated),9.448,0.486,9.934,14.423,24.357,37.7889609,3.2671426,41.0561035,3094.928265,3135.984368,3999.678334,6722.515638,4132.887407,214582.8375,128750.8465,2241,5306.2,2316.4,5311.4,3000,
2017,Unallocated Scotland,Scotland (unallocated),3.055,0.109,3.164,3.332,6.496,9.0548048,0.601049,9.6558538,343.1635046,352.8193584,2963.929558,5514.211009,3051.786915,102990.2475,54313.32488,2128,4548,2179.7,595.6,1861.25,
2018,K03000001,Great Britain (inc unallocated),24155.002,3965.915,28120.917,2438.653,30559.57,82327.90534,20850.50245,103178.4078,173831.169,277009.5768,3408.317058,5257.425449,3669.098266,71281.63336,9064.577049,2771.2,3963.9,2881.3,8303.1,2967.6,3818.452753
2018,K04000001,England and Wales (inc unallocated),21774.303,3607.615,25381.918,2221.484,27603.402,74546.24705,18904.88261,93451.12967,158907.2263,252358.3559,3423.588211,5240.27165,3681.799369,71532.01475,9142.291806,2780.8,3943.5,2891.6,8200.6,2977.6,3804.548552
2018,E92000001,England,20452.835,3515.789,23968.624,2081.258,26049.882,70202.51816,18325.52399,88528.04215,146065.1362,234593.1784,3432.410136,5212.35034,3693.497055,70181.17707,9005.537084,2782.4,3924.9,2896,8254.35,2981.8,3815.165645
2018,E12000001,North East,1157.39,60.784,1218.174,83.583,1301.757,3466.803832,306.2087959,3773.012628,7418.861839,11191.87447,2995.363561,5037.654578,3097.26905,88760.41586,8597.514334,2545.4,3812.8,2575.4,8695.6,2643.2,3238.392832
2018,E12000002,North West,3003.337,217.818,3221.155,238.733,3459.888,9970.638896,1249.753297,11220.39219,19247.96165,30468.35384,3319.853515,5737.603397,3483.344388,80625.47554,8806.167669,2785.8,4535,2847.2,9513.4,2932.1,3595.537393
2018,E12000003,Yorkshire and The Humber,2229.893,156.694,2386.587,186.91,2573.497,7270.349804,859.6035656,8129.95337,14817.43587,22947.38924,3260.40299,5485.87416,3406.518752,79275.77911,8916.812121,2691.9,4206.7,2742.1,8953.25,2829.4,3525.669174
2018,E12000004,East Midlands,1440.692,619.722,2060.414,164.509,2224.923,4818.62948,2755.767116,7574.396596,13067.68957,20642.08616,3344.663176,4446.779549,3676.152752,79434.49638,9277.663164,2755.8,3326.4,2905.7,9635.4,2996.1,3783.439451
2018,E12000005,West Midlands,2089.378,363.244,2452.622,201.868,2654.49,7231.810847,1851.121871,9082.932717,15008.99756,24091.93028,3461.226665,5096.083819,3703.35613,74350.55363,9075.916759,2872.9,3837.55,2972.9,8969.05,3060.3,3779.679512
